neighbourhood_group,neighbourhood,room_type,price,availability_365
Manhattan,East Harlem,Entire home_apt,110,0
Manhattan,Harlem,Entire home_apt,125,0
Brooklyn,Gowanus,Private room,130,0
Brooklyn,Boerum Hill,Entire home_apt,105,74
Manhattan,Lower East Side,Private room,100,0
Manhattan,Upper East Side,Entire home_apt,118,258
Brooklyn,Williamsburg,Private room,70,0
Brooklyn,Carroll Gardens,Entire home_apt,220,277
Manhattan,Upper West Side,Entire home_apt,155,0
Brooklyn,Williamsburg,Private room,85,0
Brooklyn,Bedford-Stuyvesant,Private room,40,257
Manhattan,Upper West Side,Entire home_apt,85,309
Manhattan,East Harlem,Entire home_apt,84,0
Manhattan,Chelsea,Entire home_apt,150,1
Bronx,Morris Heights,Private room,50,316
Brooklyn,Bushwick,Entire home_apt,250,0
Manhattan,Upper West Side,Private room,70,0
Manhattan,Upper West Side,Private room,110,0
Brooklyn,Prospect Heights,Entire home_apt,164,0
Brooklyn,Fort Hamilton,Entire home_apt,120,0
Brooklyn,Fort Greene,Private room,55,0
Brooklyn,Red Hook,Entire home_apt,500,0
Brooklyn,South Slope,Entire home_apt,224,0
Brooklyn,Crown Heights,Private room,47,8
Brooklyn,Bedford-Stuyvesant,Private room,61,5
Manhattan,Little Italy,Entire home_apt,999,0
Manhattan,Greenwich Village,Entire home_apt,230,0
Manhattan,Upper East Side,Entire home_apt,150,298
Manhattan,Upper East Side,Entire home_apt,115,331
Queens,Astoria,Private room,70,0
Manhattan,Upper East Side,Entire home_apt,325,191
Manhattan,Upper East Side,Entire home_apt,155,295
Manhattan,Upper East Side,Entire home_apt,165,346
Manhattan,Upper East Side,Entire home_apt,165,280
Manhattan,Upper East Side,Entire home_apt,155,339
Manhattan,Upper West Side,Private room,150,0
Manhattan,Upper West Side,Entire home_apt,130,303
Manhattan,Upper West Side,Entire home_apt,125,202
Manhattan,Midtown,Entire home_apt,150,0
Brooklyn,Williamsburg,Private room,55,0
Manhattan,East Harlem,Entire home_apt,155,0
Brooklyn,Clinton Hill,Private room,80,0
Brooklyn,Flatbush,Entire home_apt,85,0
Brooklyn,Bedford-Stuyvesant,Private room,40,0
Manhattan,East Village,Private room,99,0
Queens,Astoria,Private room,59,0
Manhattan,East Village,Entire home_apt,300,0
Queens,Long Island City,Private room,55,0
Brooklyn,Williamsburg,Entire home_apt,125,0
Manhattan,Upper West Side,Private room,139,20
Brooklyn,Greenpoint,Entire home_apt,165,0
Brooklyn,Clinton Hill,Private room,50,0
Brooklyn,Carroll Gardens,Entire home_apt,150,0
Manhattan,Harlem,Private room,65,93
Brooklyn,Bedford-Stuyvesant,Private room,50,0
Manhattan,Upper West Side,Entire home_apt,120,339
Manhattan,Upper West Side,Entire home_apt,115,325
Brooklyn,Bushwick,Private room,51,14
Manhattan,Washington Heights,Entire home_apt,120,0
Brooklyn,Flatbush,Entire home_apt,90,0
Queens,Forest Hills,Private room,75,0
Manhattan,Midtown,Entire home_apt,190,4
Manhattan,East Harlem,Entire home_apt,130,0
Manhattan,East Harlem,Private room,80,0
Manhattan,Kips Bay,Entire home_apt,300,0
Manhattan,Harlem,Shared room,70,365
Manhattan,Lower East Side,Private room,150,0
Manhattan,Harlem,Private room,75,332
Brooklyn,Bushwick,Private room,50,5
Brooklyn,Flatbush,Private room,60,281
Brooklyn,Fort Greene,Entire home_apt,140,0
Brooklyn,Williamsburg,Entire home_apt,145,0
Brooklyn,Williamsburg,Entire home_apt,375,0
Brooklyn,Williamsburg,Entire home_apt,110,12
Brooklyn,Bedford-Stuyvesant,Entire home_apt,100,24
Manhattan,Harlem,Private room,70,0
Manhattan,Upper East Side,Entire home_apt,195,1
Brooklyn,Bushwick,Private room,125,310
Manhattan,Upper East Side,Entire home_apt,95,4
Brooklyn,Prospect-Lefferts Gardens,Private room,30,0
Manhattan,Morningside Heights,Private room,80,0
Manhattan,East Harlem,Entire home_apt,99,0
Manhattan,Upper West Side,Entire home_apt,165,0
Brooklyn,Crown Heights,Entire home_apt,95,1
Queens,Astoria,Private room,10000,0
Queens,Long Island City,Entire home_apt,149,0
Manhattan,SoHo,Entire home_apt,190,275
Manhattan,Midtown,Entire home_apt,177,0
Manhattan,Chelsea,Entire home_apt,350,0
Brooklyn,Crown Heights,Private room,65,117
Manhattan,Upper East Side,Shared room,130,0
Brooklyn,Prospect-Lefferts Gardens,Entire home_apt,110,0
Brooklyn,Bushwick,Private room,35,0
Brooklyn,Bushwick,Private room,75,256
Manhattan,Harlem,Private room,52,0
Brooklyn,Williamsburg,Entire home_apt,160,138
Brooklyn,Williamsburg,Entire home_apt,100,0
Brooklyn,Williamsburg,Private room,90,280
Manhattan,East Village,Entire home_apt,250,0
Manhattan,East Village,Private room,99,0
Brooklyn,Bedford-Stuyvesant,Private room,99,189
Brooklyn,Williamsburg,Entire home_apt,220,0
Manhattan,Morningside Heights,Private room,45,0
Manhattan,Washington Heights,Private room,70,0
Manhattan,Upper East Side,Private room,150,0
Manhattan,Midtown,Private room,105,190
Manhattan,Morningside Heights,Private room,50,0
Manhattan,Upper East Side,Entire home_apt,222,281
Brooklyn,Bedford-Stuyvesant,Entire home_apt,120,0
Brooklyn,Canarsie,Entire home_apt,600,365
Brooklyn,East New York,Private room,34,192
Brooklyn,Brooklyn Heights,Entire home_apt,130,0
Brooklyn,Fort Greene,Entire home_apt,205,0
Brooklyn,Clinton Hill,Entire home_apt,150,271
Manhattan,West Village,Entire home_apt,149,0
Brooklyn,Bedford-Stuyvesant,Private room,100,0
Queens,Sunnyside,Shared room,50,0
Manhattan,Financial District,Entire home_apt,210,0
Manhattan,Harlem,Private room,135,0
Manhattan,Lower East Side,Entire home_apt,240,0
Brooklyn,Flatbush,Private room,48,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,90,347
Manhattan,Washington Heights,Private room,85,321
Manhattan,Morningside Heights,Private room,70,0
Queens,Long Island City,Private room,60,365
Brooklyn,Park Slope,Private room,139,0
Brooklyn,Park Slope,Private room,200,0
Manhattan,Upper East Side,Entire home_apt,153,305
Manhattan,Upper West Side,Entire home_apt,125,0
Brooklyn,Cobble Hill,Entire home_apt,285,0
Manhattan,East Village,Shared room,100,0
Brooklyn,Bedford-Stuyvesant,Private room,50,349
Brooklyn,Bushwick,Private room,35,0
Brooklyn,Greenpoint,Entire home_apt,115,0
Manhattan,East Harlem,Private room,73,242
Brooklyn,Bedford-Stuyvesant,Entire home_apt,180,211
Queens,East Elmhurst,Private room,60,364
Brooklyn,Bedford-Stuyvesant,Private room,50,279
Brooklyn,Crown Heights,Private room,58,81
Manhattan,Harlem,Entire home_apt,80,0
Queens,Arverne,Entire home_apt,250,300
Brooklyn,Williamsburg,Entire home_apt,499,0
Manhattan,Upper East Side,Entire home_apt,159,0
Brooklyn,Williamsburg,Entire home_apt,140,5
Manhattan,Flatiron District,Entire home_apt,850,268
Brooklyn,Flatbush,Private room,38,7
Brooklyn,Crown Heights,Entire home_apt,289,0
Manhattan,Upper West Side,Entire home_apt,245,346
Manhattan,Tribeca,Entire home_apt,500,0
Manhattan,East Village,Private room,130,0
Brooklyn,Williamsburg,Private room,80,0
Manhattan,Morningside Heights,Private room,50,0
Brooklyn,Park Slope,Private room,95,0
Queens,Long Island City,Entire home_apt,155,0
Manhattan,Upper West Side,Entire home_apt,400,0
Queens,Astoria,Private room,27,0
Manhattan,Washington Heights,Private room,60,0
Brooklyn,Fort Greene,Private room,120,0
Brooklyn,Williamsburg,Private room,103,358
Manhattan,Upper East Side,Entire home_apt,155,0
Brooklyn,Flatbush,Private room,80,0
Manhattan,East Village,Private room,80,0
Brooklyn,Williamsburg,Private room,85,0
Queens,Springfield Gardens,Entire home_apt,150,179
Manhattan,West Village,Entire home_apt,220,6
Manhattan,Upper East Side,Entire home_apt,160,180
Brooklyn,Brooklyn Heights,Entire home_apt,125,24
Manhattan,Midtown,Private room,150,0
Manhattan,Upper East Side,Entire home_apt,140,0
Manhattan,Upper West Side,Entire home_apt,500,85
Brooklyn,Fort Greene,Entire home_apt,205,0
Brooklyn,Greenpoint,Private room,140,0
Brooklyn,Bushwick,Private room,80,0
Manhattan,Harlem,Private room,70,348
Manhattan,SoHo,Entire home_apt,150,0
Manhattan,Kips Bay,Entire home_apt,195,0
Manhattan,East Village,Private room,57,0
Queens,Long Island City,Entire home_apt,125,0
Manhattan,Upper East Side,Entire home_apt,120,209
Manhattan,West Village,Entire home_apt,275,59
Brooklyn,Flatbush,Private room,75,0
Brooklyn,Bushwick,Private room,60,0
Manhattan,Chinatown,Private room,89,317
Manhattan,Upper East Side,Entire home_apt,243,149
Manhattan,Harlem,Private room,90,0
Brooklyn,Bushwick,Private room,50,0
Manhattan,East Village,Private room,115,0
Brooklyn,Bushwick,Entire home_apt,150,8
Brooklyn,Bedford-Stuyvesant,Entire home_apt,250,0
Brooklyn,Williamsburg,Private room,109,14
Brooklyn,Bedford-Stuyvesant,Entire home_apt,120,0
Brooklyn,Greenpoint,Entire home_apt,272,0
Brooklyn,Park Slope,Private room,100,0
Brooklyn,Clinton Hill,Entire home_apt,170,0
Manhattan,Greenwich Village,Entire home_apt,175,0
Brooklyn,Bushwick,Private room,85,0
Manhattan,East Village,Entire home_apt,150,0
Manhattan,Hell's Kitchen,Shared room,116,42
Manhattan,Civic Center,Private room,100,0
Manhattan,West Village,Entire home_apt,350,0
Manhattan,Washington Heights,Private room,80,144
Queens,Astoria,Entire home_apt,80,12
Brooklyn,Bushwick,Entire home_apt,110,222
Brooklyn,Windsor Terrace,Entire home_apt,267,1
Bronx,Kingsbridge,Private room,75,0
Manhattan,Upper West Side,Entire home_apt,200,0
Brooklyn,Bedford-Stuyvesant,Private room,55,0
Queens,Jamaica Estates,Entire home_apt,398,82
Manhattan,East Village,Private room,80,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,125,308
Brooklyn,Flatbush,Private room,38,335
Brooklyn,Gowanus,Private room,80,189
Manhattan,Flatiron District,Entire home_apt,299,315
Manhattan,Harlem,Entire home_apt,125,0
Manhattan,Lower East Side,Private room,250,1
Brooklyn,Greenpoint,Entire home_apt,129,357
Manhattan,Upper East Side,Entire home_apt,190,358
Manhattan,Nolita,Private room,90,0
Manhattan,Roosevelt Island,Private room,83,255
Manhattan,Midtown,Entire home_apt,450,0
Manhattan,East Harlem,Entire home_apt,102,11
Manhattan,East Village,Entire home_apt,198,301
Manhattan,Midtown,Entire home_apt,149,0
Brooklyn,Greenpoint,Entire home_apt,120,0
Brooklyn,Windsor Terrace,Entire home_apt,143,10
Manhattan,Kips Bay,Private room,120,0
Brooklyn,Crown Heights,Private room,44,0
Manhattan,Lower East Side,Private room,150,0
Manhattan,Financial District,Entire home_apt,160,365
Manhattan,East Village,Private room,110,0
Brooklyn,Crown Heights,Entire home_apt,125,0
Manhattan,Upper East Side,Entire home_apt,270,335
Brooklyn,Canarsie,Entire home_apt,110,290
Manhattan,Upper West Side,Entire home_apt,145,0
Brooklyn,South Slope,Entire home_apt,190,0
Manhattan,West Village,Entire home_apt,250,0
Manhattan,Washington Heights,Private room,45,0
Brooklyn,Bushwick,Entire home_apt,200,357
Manhattan,Upper West Side,Entire home_apt,187,0
Brooklyn,Williamsburg,Private room,90,0
Brooklyn,Bedford-Stuyvesant,Shared room,29,288
Brooklyn,Park Slope,Entire home_apt,100,0
Brooklyn,Williamsburg,Entire home_apt,90,302
Brooklyn,Bushwick,Private room,100,0
Brooklyn,Williamsburg,Private room,85,316
Queens,Ridgewood,Private room,69,0
Brooklyn,Bushwick,Private room,43,0
Brooklyn,Bensonhurst,Entire home_apt,145,287
Brooklyn,Sunset Park,Private room,65,0
Brooklyn,Prospect-Lefferts Gardens,Private room,45,0
Queens,Jamaica,Entire home_apt,130,322
Manhattan,Upper West Side,Entire home_apt,99,45
Manhattan,Washington Heights,Private room,90,0
Manhattan,Washington Heights,Private room,45,0
Manhattan,SoHo,Entire home_apt,200,0
Brooklyn,Fort Greene,Entire home_apt,149,0
Queens,East Elmhurst,Private room,45,166
Manhattan,Upper West Side,Entire home_apt,140,0
Brooklyn,Williamsburg,Private room,60,88
Manhattan,East Village,Private room,100,0
Brooklyn,Williamsburg,Private room,125,0
Queens,Astoria,Entire home_apt,70,0
Brooklyn,Crown Heights,Private room,70,21
Brooklyn,Bushwick,Private room,50,0
Brooklyn,Bedford-Stuyvesant,Private room,95,3
Manhattan,Civic Center,Entire home_apt,169,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,110,0
Brooklyn,Clinton Hill,Private room,40,0
Brooklyn,Bushwick,Private room,75,362
Brooklyn,Bedford-Stuyvesant,Private room,65,19
Queens,Astoria,Private room,85,177
Brooklyn,Bedford-Stuyvesant,Entire home_apt,97,292
Manhattan,Chinatown,Entire home_apt,110,0
Manhattan,Harlem,Private room,51,4
Manhattan,Kips Bay,Private room,120,2
Queens,Forest Hills,Private room,109,344
Manhattan,SoHo,Entire home_apt,159,0
Manhattan,Lower East Side,Private room,75,0
Staten Island,Castleton Corners,Private room,45,365
Queens,Bayside,Private room,99,322
Manhattan,Upper West Side,Private room,95,0
Brooklyn,Clinton Hill,Private room,65,0
Manhattan,Washington Heights,Private room,38,0
Brooklyn,Williamsburg,Private room,95,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,120,60
Brooklyn,Williamsburg,Private room,150,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,135,5
Brooklyn,Kensington,Entire home_apt,115,0
Brooklyn,Bushwick,Private room,100,0
Manhattan,Upper West Side,Private room,99,251
Manhattan,East Village,Entire home_apt,148,8
Brooklyn,Bedford-Stuyvesant,Entire home_apt,150,0
Manhattan,Chelsea,Entire home_apt,599,0
Manhattan,Hell's Kitchen,Entire home_apt,349,157
Manhattan,Upper West Side,Entire home_apt,165,0
Brooklyn,Kensington,Entire home_apt,95,0
Brooklyn,Fort Greene,Entire home_apt,129,157
Manhattan,Hell's Kitchen,Private room,250,130
Manhattan,Upper East Side,Entire home_apt,700,0
Brooklyn,Bedford-Stuyvesant,Private room,66,0
Manhattan,Washington Heights,Entire home_apt,165,0
Brooklyn,Gowanus,Entire home_apt,450,263
Manhattan,Morningside Heights,Entire home_apt,120,0
Brooklyn,Park Slope,Private room,65,0
Brooklyn,Crown Heights,Private room,55,0
Queens,Astoria,Private room,85,0
Brooklyn,Bushwick,Private room,35,0
Brooklyn,Williamsburg,Entire home_apt,110,0
Manhattan,Chelsea,Entire home_apt,500,2
Manhattan,East Village,Private room,99,0
Queens,Ridgewood,Private room,64,77
Brooklyn,Williamsburg,Entire home_apt,168,0
Brooklyn,Carroll Gardens,Entire home_apt,200,0
Manhattan,Harlem,Entire home_apt,355,116
Manhattan,Upper West Side,Entire home_apt,190,0
Brooklyn,Williamsburg,Entire home_apt,99,0
Manhattan,Lower East Side,Entire home_apt,180,0
Manhattan,Inwood,Entire home_apt,145,0
Brooklyn,Greenpoint,Private room,55,0
Brooklyn,Bedford-Stuyvesant,Private room,65,158
Brooklyn,Crown Heights,Entire home_apt,130,36
Manhattan,Upper West Side,Private room,68,0
Manhattan,Midtown,Entire home_apt,167,0
Manhattan,SoHo,Entire home_apt,375,0
Manhattan,Murray Hill,Entire home_apt,160,1
Brooklyn,Bedford-Stuyvesant,Entire home_apt,98,217
Brooklyn,Williamsburg,Private room,90,226
Brooklyn,Williamsburg,Private room,100,0
Brooklyn,DUMBO,Private room,125,166
Brooklyn,Fort Greene,Entire home_apt,150,0
Brooklyn,Crown Heights,Entire home_apt,95,0
Manhattan,Upper West Side,Entire home_apt,130,0
Brooklyn,Greenpoint,Entire home_apt,130,0
Brooklyn,Greenpoint,Private room,140,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,125,80
Manhattan,West Village,Entire home_apt,165,0
Brooklyn,Bushwick,Private room,90,89
Manhattan,Inwood,Entire home_apt,175,0
Manhattan,Upper West Side,Private room,65,0
Brooklyn,Williamsburg,Private room,66,0
Brooklyn,Fort Greene,Entire home_apt,225,242
Brooklyn,Crown Heights,Private room,45,0
Queens,Fresh Meadows,Private room,59,365
Manhattan,East Village,Private room,90,0
Manhattan,Harlem,Private room,125,0
Brooklyn,Red Hook,Entire home_apt,450,207
Brooklyn,Bedford-Stuyvesant,Private room,50,0
Brooklyn,Boerum Hill,Entire home_apt,124,0
Brooklyn,Bedford-Stuyvesant,Private room,29,0
Brooklyn,Williamsburg,Entire home_apt,86,0
Manhattan,Upper East Side,Private room,86,0
Brooklyn,Williamsburg,Entire home_apt,299,0
Brooklyn,Bushwick,Private room,36,0
Brooklyn,Bushwick,Private room,100,359
Manhattan,Lower East Side,Entire home_apt,110,263
Manhattan,Chelsea,Entire home_apt,450,1
Brooklyn,Bedford-Stuyvesant,Private room,39,0
Brooklyn,Fort Hamilton,Private room,55,306
Brooklyn,Fort Hamilton,Private room,55,281
Brooklyn,Bedford-Stuyvesant,Private room,60,0
Manhattan,Harlem,Private room,71,0
Manhattan,Harlem,Entire home_apt,500,0
Brooklyn,Williamsburg,Private room,63,0
Brooklyn,Park Slope,Entire home_apt,170,0
Brooklyn,Brooklyn Heights,Entire home_apt,250,225
Brooklyn,Williamsburg,Entire home_apt,159,31
Brooklyn,Williamsburg,Entire home_apt,200,0
Manhattan,East Harlem,Private room,70,0
Manhattan,Upper East Side,Entire home_apt,120,0
Manhattan,Morningside Heights,Entire home_apt,75,0
Brooklyn,Bushwick,Entire home_apt,195,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,90,8
Manhattan,West Village,Entire home_apt,233,14
Manhattan,Washington Heights,Entire home_apt,115,0
Brooklyn,Clinton Hill,Private room,65,0
Brooklyn,East New York,Entire home_apt,80,217
Manhattan,Harlem,Private room,65,0
Manhattan,East Village,Private room,139,0
Brooklyn,Bushwick,Entire home_apt,210,0
Brooklyn,Williamsburg,Entire home_apt,66,0
Manhattan,Upper West Side,Entire home_apt,200,0
Manhattan,Lower East Side,Entire home_apt,200,188
Manhattan,Lower East Side,Entire home_apt,175,34
Queens,Maspeth,Entire home_apt,96,21
Manhattan,Chinatown,Private room,100,2
Brooklyn,Bushwick,Private room,44,0
Brooklyn,Park Slope,Entire home_apt,175,13
Brooklyn,Carroll Gardens,Entire home_apt,600,174
Brooklyn,Bedford-Stuyvesant,Private room,32,0
Manhattan,Hell's Kitchen,Private room,98,149
Manhattan,East Village,Entire home_apt,219,2
Manhattan,West Village,Entire home_apt,175,0
Manhattan,Chinatown,Entire home_apt,120,0
Manhattan,Greenwich Village,Entire home_apt,140,0
Brooklyn,Williamsburg,Private room,84,319
Manhattan,Nolita,Entire home_apt,80,0
Brooklyn,Bedford-Stuyvesant,Private room,45,258
Brooklyn,Bedford-Stuyvesant,Entire home_apt,115,0
Queens,Astoria,Private room,36,0
Manhattan,Upper West Side,Private room,80,0
Brooklyn,Bedford-Stuyvesant,Private room,40,0
Brooklyn,Bedford-Stuyvesant,Private room,38,0
Manhattan,Upper East Side,Entire home_apt,120,0
Brooklyn,Sunset Park,Private room,70,0
Manhattan,Morningside Heights,Entire home_apt,140,0
Brooklyn,Bushwick,Private room,70,115
Manhattan,Upper West Side,Entire home_apt,200,25
Brooklyn,Park Slope,Private room,89,255
Manhattan,Washington Heights,Private room,250,345
Brooklyn,Sunset Park,Entire home_apt,125,10
Manhattan,Financial District,Shared room,47,0
Manhattan,Stuyvesant Town,Entire home_apt,160,238
Brooklyn,Bushwick,Entire home_apt,75,0
Manhattan,East Village,Private room,90,0
Brooklyn,Bedford-Stuyvesant,Private room,65,158
Brooklyn,Bedford-Stuyvesant,Private room,63,306
Brooklyn,Bedford-Stuyvesant,Private room,100,0
Brooklyn,Vinegar Hill,Entire home_apt,178,201
Manhattan,Chelsea,Entire home_apt,200,0
Manhattan,East Village,Entire home_apt,170,0
Queens,East Elmhurst,Private room,50,339
Brooklyn,South Slope,Entire home_apt,295,1
Manhattan,Upper East Side,Private room,100,0
Manhattan,Financial District,Private room,65,0
Manhattan,Upper East Side,Entire home_apt,175,0
Brooklyn,Prospect Heights,Entire home_apt,90,0
Queens,Elmhurst,Entire home_apt,158,311
Manhattan,Harlem,Entire home_apt,450,188
